Beer,Username,Location,Rating,Review,Date
Curiosity Twenty Seven,,North Carolina,4.85/5,"L: Warm and hazy apricot, pumpkin, and honeycomb hues with a healthy white head and ample lacing
S: Pineapple and peaches on the nose
T: Super juicy - even for Tree House's standards. This is like biting into a ripe Georgia peach
F: Requisite soft, creamy, and delicate Tree House mouthfeel - oddly reminiscent of JJJulius
O: I've been fortunate to have more than my fair share of Tree House beers, but this one truly stands out from the pack. Curiosity 22 was my first of the Curiosity series (and long my favorite), but Tree House somehow went back to the well and engineered an even better Curiosity beer. I have no idea how they do it, but C27 is the new favorite of the Curiosity series in my book. Intensely juicy, flavorful, and a citrus-forward nose that blew me away like the first time I cracked open a can of Julius. World class.","Nov 10, 2016"
Curiosity Twenty Seven,,Connecticut,4.74/5,"I love the Tree House Beers and am lucky to live close enough to have them in regular rotation. This is one of the best. I get strong grapefruit in the nose with some other tropical fruit undertones. The flavor follows and is very juicy with just the right hint of back-end bitterness. Awesome fluffy mouthfeel, you get no sense of the alcohol. Actually reminds me of Juice Machine but with just a bit more of the finishing bitterness that I like. Possibly my favorite beer ever. I am sad to only have three cans left.","Nov 10, 2016"
Curiosity Twenty Seven,,Connecticut,4.63/5,"Acquired via trade, thanks brian

Pours super hazy with half inch head and nice lacing.

Aroma is pineapple with biscuit on back end. Not the super strong aroma typical of other th iPas. 

Taste is where this beer shines. Up front biscuit malt followed by pineapple . Get a little caramel late as well. Very tasty . 

Mouthfeel is super creamy. One of creamiest iPas I have ever had from treehouse. And that is saying a lot. 

This is an A- beer. The aroma only thing holding this back from an A. Damn tasty and near perfect mouthfeel.","Nov 09, 2016"
Curiosity Twenty Seven,,Texas,4.69/5,"Lucky to be drinking this after an Upper Case. But, no comparison; Curiosity tops it, with the exception of aroma. I'm not smelling what others are. Curiosity's ABV is one full percent less, but it's still at 8%, and it's so smooth. An incredible beer!","Nov 09, 2016"
Saison Du Fermier,,Indiana,4.18/5,"Tart, light, refreshing, nuanced, acidic and dry. Taste is grape, oak, barnyard funk, and lemon zest.","Apr 16, 2023"
Saison Du Fermier,,Alabama,4.65/5,"Blend #6.

Tart, musty peaches and lemon zest on the nose. Palate with a restrained acid and pleasant pucker, bringing mild oaky funk & bright citrus. Finishes dry yet juicy, with a lingering tartness. Such a good blend.","Mar 12, 2023"
Saison Du Fermier,,Maine,4.26/5,"Thank you not2quick for this one!

750ml bottle - blend 5 - poured into a chalice at 50°F. 

Pours a clear, deep straw-golden hue, with just a cast of unfiltered fog, and a finger of creamy, soft, off-white head, eventually settling to a thick collar leaving some lacing behind. Visible effervescence.

Nose: Soft, pale rustic grains, with crackery wheat and some round malted barley lend secondary notes of wet hay, dewy grass, and some dusty silo. There is some remarkable floral character, lending spring blossoms like lilac and hyacinth, with lemon blossom, wet stony minerality, and a lightly musty oakiness. Some very restrained white vinous notes, along with a touch of pear, apple, and apricot. Gentle hints of honey, lemon zest, and some phenolic peppery notes wrap it all up in a beautifully soft and rustic olfactory display.

Palate: Saison du Fermier greets the palate with simultaneous waves of gentle lemony tang, semi-sweet grist with some crackery, bready, and rustic grainy notes, and an explosion of bright, shimmery fruity notes. Lemon, nectarine, apricot, tart white plum, green apple, Asian pear, and a sweet-tart balance of fruity white grape. There's a bright but balanced minerality pushing these flavours to the front, along with some wet limestone. Some Belgian-like saison yeast brings that fruity, undertone with a bit of peppery spice intermingling with a touch of herbal hops. Finish is oaky, dry, and lightly tannic.

Mouthfeel/Body: It's on the lighter side of medium-bodied, with a tight, snappy crispness - bright and fluid, but there's enough grain to lend some softness and presence. Effervescence is incredibly lively and fizzy, but fine enough to stay soft and fluffy. Tart and wet up front, finishing with an increasingly dryness, and a touch of cling.

Overall: A lot of the fruited and more recent Side Project offerings have been trending more and more acidic, which can really bring it down fast. This one shows the balance and softness that I know they're capable of. It retains much of that classic Belgian saison character, while contributing the classic Side Project culture and grist character. Soft, balanced, bright, and absolutely dialed in. A top tier American oak-aged saison.","Feb 16, 2021"
Saison Du Fermier,,Hawaii,4.42/5,Such a great representation of a traditional saison,"Jan 02, 2021"
Saison Du Fermier,,Missouri,4.26/5,"Copper colored with a fingernail of off white around the rim and covering half of the top. The aroma is of green apple and pear and earthy saison yeast. I’m tasting green apple and pear. The mouth is moderately carbonated, dry, and crisp.","Jul 29, 2020"
Saison Du Fermier,,Maryland,4.53/5,"Had on tap at SP STL pub
Amazing; super gentle
Excellent barrel, grape and muskiness","Jul 22, 2020"
Saison Du Fermier,,Missouri,4.99/5,"Perfect. Smells fruity, slightly floral as if a lovely Chardonnay fell into a bottle of Saison. 
Light, airy carbonation, fruity up front and pleasingly sour on back. Mouthfeel like a cloud. Carbonation suitable for a Saison. So glad finally tried!","Apr 03, 2020"
Saison Du Fermier,,Delaware,4.59/5,"Thank you TimG_0913 this
750 ml bottle, blend 2, poured into tulip

A- A fairly clear golden copper with a two finger white head.

S- Tart, pears, some apples, oak, nice funk.

T- Sour, pears, apples, oak, some honey, funky, slightly earthy.

M- Smooth, light body, dry.

O- A tasty sour saison, very well balanced and easy to drink.","Mar 26, 2020"
Saison Du Fermier,,New York,4.79/5,"This one pours a lightly hazy golden yellow color, with a small head, and lots of lacing.

This smells like funky pear, golden honey and citrus, oak, white wine, green apple, vanilla, and barnyard.

This is basically perfect stuff here. It's so well balanced - all the different complex flavors meld together perfectly into exactly what I think of when I think of American saison. There's some funky honey and citrusy flavors, along with tart white wine and grape skin, cider, barnyard funk, but mild, and oak and vanilla. There's a lot going on, and it's all good.

This is light bodied, clean and fluffy, with a great drinkability, and such a soft and clean mouthfeel.

This is as good as it gets outside of HF saisons for me. This is awesome.","Nov 13, 2019"
Saison Du Fermier,,New York,4.86/5,"This is the best Saison I've ever had. Pours golden with a white head. Great carbonation and mouthfeel. Tastes a bit like cider with hay, farmhouse, and citrus.","Aug 16, 2019"
Saison Du Fermier,,Texas,4.75/5,"Just another example of Side Project leading the way in American wild ale production. This is b2, and it’s lightly carbed with rich hay, grain, funk and citrus flavors. All blended meticulously with some kick from the wine barrel at the finish. Outstanding.","Jul 04, 2019"
Saison Du Fermier,,Utah,4.5/5,"Blend #2
Appearance: pours a golden color with a white head that disappeared quickly. No sediment, fully translucent. 

Smell: barnyard funk, tart apples, squeezed lemon, and white wine. A lot of depth with a subtle earthy spiciness. 

Taste: tart green apples, lemon, barnyard funk, oak and white wine. Not one dominates over the other; it's well balanced, sweet, and tart. Flavors become more heavy and bold at room temp. 

Mouthfeel: light bodied, slight spritzy feel. 

Overall: excellent saison where flavors grow as a warms. Very well balanced and not overly spicy.","Mar 08, 2019"
Saison Du Fermier,,North Carolina,4.45/5,"Appearance: Pours a slightly hazy golden color capped by a one finger head of foam; scattered lacing

Smell: Fresh mowed grass, crusty bread, green apple, vinous oak, barnyard funk and a rustic yeast character

Taste: Green apple and lemon rind forward, with a vinous oak barrel flavor building; underneath, there are tones of fresh mowed grass, crusty bread and barnyard funk; through the middle, the flavors grow increasingly tart with a rustic, spicy yeast character 

Mouthfeel: Medium body with moderate carbonation

Overall: The more this beer warms the more interesting it gets

Thanks, OakvilleKGB, for the opportunity","Feb 05, 2019"
Saison Du Fermier,,Tennessee,4.54/5,"Poured into a goblet. A bright yellow golden hazy beer with a medium white head. Aromas of hay, straw, lemons, and oranges. A hint of funk as well. Tart on the palate and mouth watering. More delicious with each sip. Great lemon and orange citrus mixed with hay, earthy notes, and a gentle funk. Dry and clean Easy drinking. Outstanding.","Jan 01, 2019"
Saison Du Fermier,,Illinois,4.35/5,"Simplistic beauty is how I would describe this beer. The sour, funk, grain and sweet notes all are perfectly balanced with one another. Smell is oak sour with slight yeast funk, with accents of orange, lemon, vanilla, faint white wine, and caramel apple. Taste is taking all of the elements of the smell and putting them through an oaken filter, causing a delicate blend of flavor. Wish there was a little more potency there. Acidic sourness defines the finish.","Oct 04, 2018"
Saison Du Fermier,,Massachusetts,4.32/5,"03/2015 - Another effing tasty beer from Side Project; lemon, funk, some barnyard, yeast aromas; effervescent, champagne, sweet, tart flavors on the palate; clean, crushable finish.","Sep 27, 2018"
Saison Du Fermier,,California,4.84/5,"The best beer of 2018 so far. Bottle from Mikkeller NYC. Nose is pure farmhouse w/ some acidity, apple, pear, and wet leather. The taste is perfect. There is subtle tart w/ funk and earth from the yeast and grains. The blend is perfect. The feel is amazing, a little heavier then the typical tart saison but goes w/ this offering perfectly. Well worth actively seeking out if you are a fan of saison or sour beer.","May 27, 2018"
Saison Du Fermier,,Ohio,4.16/5,"Shimmering, lightly sparkling gold-amber with a moderate white fizzy foam that settles to a creamy ring and thin central film.

Complex and mature aromas of vinous oaks and grapes are accented by peppery herbs, straw and honeysuckle.

Tangy and lightly sour, flavors of green apple come along with an excellently balanced note of bright wine oak that adds an infinite complexity of grapes, orange rind and a hint of olive brine, becoming more acidic as it warms. 

The round, medium body comes in with a light, tingly fizz and finishes just barely semi-dry.

This reminds me a lot of Jester King's Biere de Coupage, and although SdF came first, I did enjoy BdC a bit more.","Apr 02, 2018"
Saison Du Fermier,,Germany,4.44/5,"b1. Slight gusher, but it just flooded the immediate area with floral and citrus aromas. A closer whiff reveals the typical SP rustic characteristics, though this seems to be much fruitier than some of their other offerings (at least the few I've had). It's almost like sticking your head inside of a used wine barrel. 
Not sour but tarter in taste than the nose lends one to believe, but fits well with the fruitiness; reminiscent of a Gewürztraminer.","Mar 29, 2018"
Saison Du Fermier,,Georgia,4.25/5,"Harmony of old and new. Fermented and aged in wine barrels for several months on the family farm.

3/24/2018","Mar 26, 2018"
Saison Du Fermier,,District of Columbia,4.43/5,"Bottle shared by ygtbsm94. Thanks man!

Batch 1","Dec 16, 2017"
Saison Du Fermier,,Iowa,4.63/5,"Batch 4, poured into a tulip. Crisp and tart with a really nice soft mouthfeel and a bit of funkiness - I could drink this everyday. Looking forward to seeing how this one develops!","Aug 23, 2017"
Saison Du Fermier,,Indiana,4.47/5,"Batch 4

Very tasty beer, but I would be hard pressed to identify this as a saison. Tons of oak and white wine as it is young, but much less dry and more tart than a typical saison. The only hints of saison are a few possible notes of saison yeast on the finish.","Aug 07, 2017"
Saison Du Fermier,,New York,4.59/5,"Batch four, pour at FOFA.

Straw yellow, hint of cloudiness, whisp of a just off white head.

Citrus and earthy funk in the aroma, a hint of tartness in the form of green apple and sweet tart candy. Wine grapes and earthy wood.

Soft and rich feeling on the tongue.

An excellent brew, complex and refined flavors.","Aug 07, 2017"
Saison Du Fermier,,Illinois,4.5/5,"batch 4 drank in a wine glass on 8/3/2017

L - slightly hazy yellow...thin white head, little lacing

S/T - white wine strong, oak, lemon, fresh cut grass, hay, slight funk, little green apple and grape

F - smooth as a baby's bottom, really soft but dense, subtle tartness

Overall - incredibly done, not overly complex, but really enjoyable. Totally understandable that this is the base for some of the best fruited saisons on the planet.","Aug 04, 2017"
Bourbon Paradise,,West Virginia,4.59/5,"12oz bottle poured into a snifter

A- pours jet black in color with a one-finger foamy khaki head that reduces to a ring

S- heavy barrel aromas on top with barrel juice, wet oak and caramel. Brownie batter, brown sugar, molasses, figs & mocha swirl follow. Undertones of vanilla bean and creamy coconut close it out, along with booze and more barrel

T- rich and malty up front with bold brownie batter, caramel, espresso, toffee and molasses. Mid-palate brings out a rich barrel note, adding bourbon and an enhancing note that brings out the vanilla addition. The finish gives more brownie batter and bold barrel notes, with a light creamy vanilla note popping through on the linger

M- medium-heavy body with moderate carbonation produces a slightly syrupy mouthfeel that turns into a velvety, slightly creamy warming finish

O_ world class BA stout","Jul 14, 2023"
Bourbon Paradise,,Minnesota,4.55/5,2019 version poured from a 12oz bottle into a Dogfish Head snifter on 2/15/2022. Aged very well.,"Feb 11, 2023"
Bourbon Paradise,,Idaho,4.32/5,"1822
Name: Bourbon Paradise
Style: Barrel-Aged Imperial Stuff
Location: Kreb, Oklahoma
ABV: 13.7
Date: 2022

Continuing with stouts, I chose this from Prairie. Using my Jester tulip glass, I let the beer warm up to 56 degrees. A hard pour created a half finger, medium dark tan head. The retention is dismal, and dropped as fast as it formed. The color of the beer charts arounds SRM 36, dark brown with ruby hues. The beer is opaque but does show some carbonation bubbles on the sides of the glass. Overall the appearance is average for this style, I wanted to see a longer lasting head. 

Nosing the beer, I detect dark chocolate, vanilla, coconut with espresso. After smelling the beer several more times, I notice caramel, bourbon, oak, hints of floral, dates, raisins, slight char, roasted malts, bready, and a touch of Maillard. 

The chocolate weaves coconut with vanilla seamlessly. Other flavors in the beer are caramel, bready, roasted maltiness, raisins, figs, oak, bourbon, oak, anise, soy sauce, oranges, hints of floral, Maillard, and char. 

The heavy roasted malts gives the beer a heavy body and a low carbonation. A chewy thick mouthfeel and a lasting finish. 

The beer is tasty, yet I have a few complaints. I wanted more coconut flavors and less char. Overall the beer is a wonderful example of Imperial stout. I enjoyed sipping this one on a cold winter night.","Jan 06, 2023"
Bourbon Paradise,,Tennessee,4.77/5,As good as it gets,"Jan 06, 2023"
Bourbon Paradise,,Maryland,4.5/5,"On tap at Frisco Taphouse in Crofton, MD. Definitely lives up to expectations - pours pitch black with a tan head, huge aromas and flavors of dark roasted malts, chocolate, coffee, bourbon, vanilla, and some coconut. Rich and sumptuous mouthfeel. Stellar.","Dec 05, 2022"
Bourbon Paradise,,Tennessee,4.63/5,"It's incredibly rich and decadent....it's delicious....perhaps the thickest creamiest beer I've ever had... the bourbon is quite evident, as it should be... the coconut wafts in and out like a ghost....incredibly intense experience....having this on Black Friday morning while cooking a breakfast casserole... warming to the belly after a few healthy sips...this is a real banger. 

The sort of beer you pull out for just the right moment.. I love it...one is enough due to its intensity and richness...

A masterpiece...","Nov 25, 2022"
Bourbon Paradise,,Florida,4.28/5,"Poured from bottle to wine glass. Super dark color with rich brown head. Totally opaque, head is very small and is soon totally gone, there is some lacing however. Strong scents of soy sauce and dark malt, I like this though it is bordering on being too strong. Taste, there is a lot here. Extremely rich, strong flavors of raw coconut, bourbon, soy sauce, roasted malts, licorice. It is delicious but it is simply too much. The beer is creamy and the finish is incredibly long. A great beer but it is just not for me.","Oct 01, 2022"
Bourbon Paradise,,Ohio,4.45/5,"Look - Fantastic looking BA Stout! Black and thick with a really nice thick tan head and fantastic rimming and lacing. Not sure what you can do better
Smell - nutty dark chocolate woody smell. I'm sure that nut smell comes from the coconut but I don't get the coconut, more just nut. maybe some molasses caramel deep in there
Taste - a little sweet but not overly sweet. dark chocolate some char woodiness along with the toasted coconut and vanilla. 
Feel - Medium full body with a medium light carb, slight creaminess
Overall - I like how the vanilla and coconut aren't overly done and instead just bring out some great flavors of the beer in different ways. The Barrel to this beer is fantastic. Well done not overly sweet BA Stout","Sep 15, 2022"
Bourbon Paradise,,Florida,4.56/5,"Awesome. 
Pricy? Sure.
But worth every sip. 
The art of the craft.,.
Stuck 2 in the cave for Xmas.,.","Aug 01, 2022"
Bourbon Paradise,,,4.7/5,"Fantastic! Before getting into the flavor, I greatly appreciate this brew being offered in 12 oz bottles. Though I enjoy drinking socially, I do most of my drinking solo, which makes those 16 oz plus bottles a challenge. That might be the wimpiest thing I've said this week. I should probably go start my lawnmower in one pull to make up for that. As for the flavor, both the coconut and vanilla come through, but hold back from dominating the flavor profile. I liken it to Phil Anselmo holding back in Cemetery Gates, unleashing at just the right time. It goes without saying, but drink this one slowly, as the flavor profile changes as it warms. Enjoy the ride.","Jun 24, 2022"
Bourbon Paradise,,Indiana,4.68/5,"Appearance - The beer poured thick blackness with brown bubbles clinging to the sides of the glass. 

Smell - Dark chocolate was most prominent in the nose. Coconut was faint in the nose. 

Taste - Initially, the dark chocolate led the way. It was like a bourbon barrel aged Mounds bar. The chocolate and coconut worked so well together. The sweetness of the coconut was most prominent in back. The bourbon made for a warming finish. 

Mouthfeel - The body was thick with roasted chocolate. Carbonation was largely non-existent. 

Overall - This was a great coconut stout.","Mar 26, 2022"
Bourbon Paradise,,California,4.14/5,"Packaged on 11/20/2020 - consumed on 3/13/2022. Poured from a 12oz bottle into my Portsmouth tulip. 

Dark seal brown to bistre body with a thin fawn/camel collar. Vague lacing; fast running legs; poor retention. 

Vanilla, barrel char, bourbon, roast malt, and a hint of tobacco, molasses, cocoa, and toffee in the nose. 

Intense palate entry - all of the flavors above but concentrated. Rather sweet, with a long chocolate-laden finish. Some barrel/alcohol elements along with a gentle, clean bitterness add a little balance. Stewed dark fruit notes emerge as the ale warms. Neutral yeast character. Coconut and vanilla seem a little redundant, overwhelming their counterparts in the bourbon flavor, and reinforcing the borderline cloying impression.

Silky, almost oily, rich mouth-feel with active yet low carbonation. Moderately warming.

More on the dessert end of the spectrum for the style, but very potent with some balanced barrel influence. Enjoyed it more than my notes might suggest.","Mar 13, 2022"
Bourbon Paradise,,Colorado,4.52/5,"Little to no head. Only a very thin tan ring clinging to the glass. Very dark like dark chocolate cake. The nose is chocolate and more chocolate. Bourbon comes right out of the middle of the chocolate. Vanilla and barrel leak out at the end. The taste has bourbon, vanilla, and oak jumping right out. Chocolate and a small hint of coconut follow. There is a small bit of spice that hides behind the coconut at the finish. The mouthfeel is a bit thin but with the right amount of carbonation. This is a wonderful beer. It wants to be too sweet but stops just short and balances out to make you smile. (Found old notes on this one)","Feb 21, 2022"
Bourbon Paradise,,Indiana,4.13/5,"2019 version enjoyed 27 months later.

Pours pitch black with a finger of fizzy, dark mocha, almost reddish head that fizzes away almost instantly. When swirled, it coats the glass with a dark film.

Aroma is light coconut and even lighter vanilla as expected from the extended aging. This allows the base stout and barrel to shine more. Dark chocolate, black cherry, tobacco, roasted malt, some peat, and molasses from the base and some charred oak and bourbon from the barrel.

Taste brings more of the adjuncts than expected given the aroma, but they're still quite light given today's ""pastry stout"" standards. Toasted coconut and light vanilla bean dance in the background while the barrel treated stout is at the forefront. Bakers chocolate, some bittersweet chocolate chip, roasted malt, some peat, tobacco, black cherry, some fig, molasses, some brown sugar, charred oak, bourbon spirit. I'm sure there's some vanillin and even possibly some coconut coming from the barrel, but it's hard to tell if that character is from the adjuncts or the barrel.

Medium to high medium body. Slick, oily, sticky, warming. Could use a bit more body. Doesn't drink like 16%, but you know you're drinking a big beer.

I know I shouldn't have sat on this as long as I did because I'm sure there was a lot more coconut and vanilla character; however, the base and barrel integration are top notch and allowing the adjuncts to subside has shown this. It also has led to what I'd imagine is a smoother drinking experience than when it was fresher. I'm sure a fresher version of this would meet my expectations more, but this is still a very enjoyable beer at where it's currently at.","Jan 30, 2022"
Bourbon Paradise,,,5/5,"Wonderful brew. So far, my favorite.","Dec 29, 2021"
Bourbon Paradise,,Florida,4.13/5,"Poured a black body with minimal head and touch of lace patches but those quickly dissipate. The aroma is mostly booze to me, although some sugariness comes in as well so assume this is vanilla. Smooth beer, kind of buttery it's so slick, with a hot and boozy taste and feel with vanilla sweetness but also some slickness from hints of coconut. Real easy to drink for a slow sipper and there is a good amount of chocolate throughout the beer that balances well with the vanilla and coconut.","Sep 30, 2021"
Bourbon Paradise,,New York,4/5,"BBA imperial (13.7% abv) stout featuring vanilla and coconut...

Nothing wrong here, but its an unexceptional take on the style - that said, yes - you get bourbon, you get vanilla, and you get coconut, too - high-abv stout body with appropriate chocolatiness and coffee - maybe I'm just jaded - this 12 oz. bottle was $9.99 IIRC - Prairie being notoriously high-priced (right? lol) - so in sum, you get what they advertise, but to my tastes it doesn't do anything with the ingredients that elevates it above peer drinks, or to justify the price... Fans of vanilla and coconut BBA stouts will absolutely dig this though...","Sep 18, 2021"
Bourbon Paradise,,District of Columbia,3.69/5,"$12.99 per 12 oz. 13.7% ABV. Poured into a small-stemmed tulip.

Too much upon the first sip. Of course, after the initial shock your taste buds acclimate a bit. But overall, this ale goes too far with is coconut, vanilla, and sweetness. Thought the barrel-aging contributes to these faults I do not believe that’s where the mistakes were made. 3.5

A – Pours an opaque oily black, viscous with zero head. Syrupy. An alcohol “wedge” (not legs) on the glass. 4.25

S – Sweet, vanilla, bourbon barrel, coconut is on the faint side and seems to be overwhelmed by the other aromas. There are some roasted aromas as well, but behind everything else. A very complex aroma. 4.0

T – Coconut!!! Sweet. Alcohol is well hidden. No bitterness. Sweetness is a combo of the coconut and the brown sugar flavors. No spiciness to balance, just the ABV. 3.5

MF – Heavy bodied, sweet with a spirited finish, but not hot. 3.75","Aug 28, 2021"
Bourbon Paradise,,Indiana,4.5/5,"Pours pitch black with a dark tan head. Fits the style perfectly, IMHO. The nose is led by the bourbon, but it’s surprisingly not too hot, and there’s a really nice vanilla note to accompany the dark chocolate and char notes, and there’s maybe a smidge of coconut.

Dark chocolate leads the taste, accompanied by the bourbon, and balanced by the vanilla and a more substantial coconut flavor. This is hefty and brawny, yet also well balanced, something that requires a lot of skill from the brewery in my experience. Prairie definitely has that skill set.

The mouthfeel is rich and slightly creamy, well suited to the beer. I really liked the base beer - a LOT - and this is better, IMHO. World class stuff here.","Jul 04, 2021"
Bourbon Paradise,,Texas,4.45/5,"Appearance: Very black glass shows an angry ruby red edge with strong back light. Doesn't hold a head.

Aroma: Soy sauce, sour barrel note, some very dark malt.

Taste: Sweet, but holds short of cloying. Deep malt, barrel notes, bourbon, mild citric note, chocolate, dark fruit (raisin), maybe a little vanilla? 

Mouthfeel: Heavy body, no carbonation, chew, oily texture, fairly clean finish with a oily coat.

Overall: Like bourbon? Yeah, plenty of that here, but it's a malt bomb. Very sweet, dense, almost brownie like. A good one to share or sip slowly.","Jun 05, 2021"
Bourbon Paradise,,Colorado,4.83/5,Pours dark brown-black. Rich and smooth with some booziness. Phenomenal beer from prairie!,"Apr 19, 2021"
Bourbon Paradise,,Idaho,4.4/5,"On tap. Nearly black brown, no head. Smell is coconut, chocolate, and vanilla. It smells like a liquid almond joy. Booze is very noticeable. Taste is incredibly rich vanilla, coconut, milk chocolate, bourbon, and a second wave of coconut on the finish. Feel is absolutely incredible— thick, silky and viscous. It’s like drinking melted chocolate. A pronounced alcohol warmth seals the deal. Make no mistake, this is an incredible beer, but the bourbon finish is almost so rich that it’s a bit unbalanced. Other than that, nearly perfect feel, wonderful smell, and great taste.","Apr 03, 2021"
Bourbon Paradise,,Massachusetts,4.59/5,"2017 bottle (?), drank April, 2021 out of a tulip. 15.9% ABV

Poured thick with little head. Nice bourbon smell, followed by sweet taste although I couldn’t get much coconut or vanilla. Think the coconut manifested itself in the sweetness. Very bourbony which was great. Thick mouthfeel. 

Overall great beer, but these days it doesn’t stand out as much as it once may have given the huge plethora of coconut vanilla bourbon imperial stouts that are good to great...","Apr 03, 2021"
Bourbon Paradise,,Norway,3.84/5,"355 ml bottle, Cardinal Pub & Bar, Stavanger. ABV is 13.7%. Pitch black colour, small brown head. Aroma of bourbon and molasses, hints of fusel alcohols, also notes of oak, chocolate, coconut and vanilla. Warming mouthfeel, very moderate carbonation. Sweet flavour, with the same elements as the aroma, the bourbon notes are very distinct. Low bitterness.","Mar 21, 2021"
Bourbon Paradise,,Illinois,4.31/5,"Very rarely does Prairie have a miss, but this one is solid. Just the right amount of booze and coconut. The term 'paradise' is very fitting for this beer!","Mar 21, 2021"
The Rusty Nail,,Washington,4.46/5,"Poured from 22oz waxed bomber into a tulip. This is the 2023 vintage release; this version is 14.1%. I had this beer ages ago when it first came out, but I'm just getting around to reviewing it now!

Appearance: dark as a moonless night with a starless sky. Impenetrable. Head is a thin layer of tan foam; that could be a little nicer.

Smell: cinnamon right up front, but with enough vanilla from the bourbon and a dash of licorice to really give the feeling of a sweet bread. I mean, this thing is as sweet as summer days are long, but the overall vibe is ""great big hug from a panadería"" and I am very much into it

Taste: sweet, of course, but with a very bakery-like sensibility, as in the aroma. The licorice and alcohol give the otherwise sweet cinnamon-roll flavor a more mature dimension. I really love the complexity of flavor and juxtaposition of elements here. It's diabetes in a bottle, but hey, I don't really need these feet!

Mouthfeel: rich body with a good carbonation and a smooth, satisfying creaminess. Maybe not perfectly silky, but damn fine.

Overall: the drinkability for a 14.1% BA stout is truly astounding. This beer is a sugar bomb; I'm really going to have some explaining to do after my next A1C evaluation. However, that doesn't mean this beer isn't goo-ooo-ood.","Sep 12, 2023"
The Rusty Nail,,Nevada,4.11/5,"Yet another time to be alive pour, this one also came during the tap takeover for BeerNV right before the Alabama show at Lake Tahoe. This was the 2022 version. 

Pours black. Even though its the same color as a stout, I expected greater viscosity. Didn't amass much of a head. Some brown cherry cola like head but it was thin, 1/6"". Blew a hole down the middle. The aroma didn't yield much in the way of roasted malt, it put a much heavier influence on the barrel(s). Sweet bourbon and/or whiskey notes dominate. 

The taste gets a little more complex, perhaps its the stuff I loathe like licorice or cinnamon bark, actually making a yield that is more enjoyable than the sum of its parts. The mouth feel isn't hot or bitter like I was expecting, its a real smooth showcase for a pretty big beer, but it doesn't have that challenging edge that extreme advocate seems to desire. 

Its a pretty nice big beer and I don't like big beers that much lately.","Aug 07, 2023"
The Rusty Nail,,California,4.48/5,"I haven’t had a tetanus shot in a while, and the nail might be rusty, but I’m still going for it. Like Hemet Kumar lying on a bed of them to get his chill on, I am straight feeling this. It’s balanced and nasty at the same time. And I’m talking good “nasty” to you needs out there.

Anyway, life was meant to be had. Let’s go.","Aug 06, 2023"
The Rusty Nail,,Ohio,4.28/5,"Poured from a 2022 twenty two ounce bottle with neither head nor lacing, and little carbonation. Starless and Bible black in color. 

The nose features the barrel and a wee bit of malty char. Pleasant but unremarkable.

The taste reveals the licorice and cinnamon bark. They pair nicely and do not dominate as I feared. I'm wary of cinnamon in beer, but the deft hand of the brewers keeps things in harmony.

Mouthfeel is luxurious and finish is barrel. Not too hot but the booze is felt. There’s enough carbonation to satisfy.","Jul 23, 2023"
The Rusty Nail,,,4.7/5,"Poured into a snifter - dark black pour, not quite jet black but very dark. Lite lacing appearing.
Getting aromas of malts, cinnamon, chocolate, molasses, bourbon.
Tastes follow the nose with a very rich sweetness behind this. Burnt brown sugar, cinnamon, chocolate, licorice, dark fruits such as cherries, figs, apricots, slight coffee and bourbon.
Feel is medium to medium heavy. Not to thick/ oily. Very good feel. Sipper, very easy sipper.
Overall this is a very great beer and I can see why it's ranked number one on here. Easily the best oatmeal barrel aged stout I've had. Cheers.","May 24, 2023"
The Rusty Nail,,Wisconsin,4/5,2017 vintage bottle consumed on 2/4/23 at a bottle share. Held up quite well; drank velvety smooth and had good flavours of which cinnamon was picked up the most with light licorice notes.,"Feb 20, 2023"
The Rusty Nail,,Illinois,4.44/5,12/15/2019,"Feb 02, 2023"
The Rusty Nail,,California,4.88/5,"Look: Black with the thinnest of brown heads. Very viscous 

Smell: Barrel, chocolate, malty, dark fruit

Taste: Follows the nose, chocolate and fruit on the front, followed by malt and barrel

Feel: Super viscous, with just a hint of carbonation","Dec 11, 2022"
The Rusty Nail,,Oregon,4.6/5,"Looks as you'd expect, dark & opaque. Little carbonation or head.
Nose is complex with licorice, cocoa, cinnamon & a smokey note. 
Taste follows nose with cherries added & a wee bit of bourbon barrel. 
Mouthfeel is thick due to smoked barley & oats. Luscious, really.
Cherries are quite bright in the finish 
A very well balanced stout.","Nov 14, 2022"
The Rusty Nail,,Arizona,4.56/5,"Pours ink black and no discerning head.
Chocolate, pastry,spice 
Smooth chocolate and cinnamon and also licorice. 
Medium feel and smooth long finish.
Flavors work wonderfully together at 55 deg. And while warming up.","Nov 02, 2022"
